Name,Position,Age,Season,Player_nat,Left_team,Left_league,Left_team_nat,Joined_team,Joined_league,Joined_nat,Fee,Loan_or_not,Face_img
David Platt,Attacking Midfield,26,92/93,England,Bari,Serie B,Italy,Juventus,Serie A,Italy,€9.75m,False,https://img.a.transfermarkt.technology/portrait/medium/s_101318_123_2012_1.jpg?lm=1
Patrick Vieira,Defensive Midfield,30,06/07,France/Senegal,Juventus,Serie B,Italy,Inter,Serie A,Italy,€9.50m,False,https://img.a.transfermarkt.technology/portrait/medium/3183-1458213441.jpg?lm=1
Antonino La Gumina,Centre-Forward,22,18/19,Italy,US Palermo,Serie B,Italy,Empoli,Serie A,Italy,€9.00m,False,https://img.a.transfermarkt.technology/portrait/medium/287876-1535012085.jpg?lm=1
Josip Ilicic,Second Striker,25,13/14,Slovenia/Croatia,US Palermo,Serie B,Italy,Fiorentina,Serie A,Italy,€9.00m,False,https://img.a.transfermarkt.technology/portrait/medium/80351-1594708564.jpg?lm=1
Andrea Caracciolo,Centre-Forward,23,05/06,Italy,Brescia,Serie B,Italy,US Palermo,Serie A,Italy,€9.00m,False,https://img.a.transfermarkt.technology/portrait/medium/6098-1469093955.jpg?lm=1
Ousmane Dabo,Defensive Midfield,26,03/04,France/Senegal,Atalanta BC,Serie B,Italy,Lazio,Serie A,Italy,€8.88m,False,https://img.a.transfermarkt.technology/portrait/medium/s_3904_123_2014_04_01_1.jpg?lm=1
Rade Krunic,Central Midfield,25,19/20,Bosnia-Herzegovina,Empoli,Serie B,Italy,AC Milan,Serie A,Italy,€8.60m,False,https://img.a.transfermarkt.technology/portrait/medium/259953-1449071446.jpg?lm=1
Savio Nsereko,Right Winger,19,08/09,Germany/Uganda,Brescia,Serie B,Italy,West Ham,Premier League,England,€8.50m,False,https://img.a.transfermarkt.technology/portrait/medium/43100-1524145790.jpg?lm=1
Mauro Camoranesi,Right Midfield,25,02/03,Italy/Argentina,Hellas Verona,Serie B,Italy,Juventus,Serie A,Italy,€8.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_5762_123_2013_10_10_1.jpg?lm=1
Andreas Cornelius,Centre-Forward,28,21/22,Denmark,Atalanta BC,Serie A,Italy,Parma,Serie B,Italy,€8.40m,False,https://img.a.transfermarkt.technology/portrait/medium/203412-1630524752.png?lm=1
David Okereke,Centre-Forward,21,19/20,Nigeria,Spezia Calcio,Serie B,Italy,Club Brugge,Jupiler Pro League,Belgium,€8.16m,False,https://img.a.transfermarkt.technology/portrait/medium/413605-1608490032.jpg?lm=1
Gennaro Gattuso,Central Midfield,21,99/00,Italy,Salernitana,Serie B,Italy,Milan,Serie A,Italy,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/5813-1455612470.jpg?lm=1
Mohamed Fares,Left Midfield,24,20/21,Algeria/France,SPAL,Serie B,Italy,Lazio,Serie A,Italy,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/287700-1630583213.jpg?lm=1
Giovanni Di Lorenzo,Right-Back,25,19/20,Italy,Empoli,Serie B,Italy,SSC Napoli,Serie A,Italy,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/169880-1535011899.jpg?lm=1
Paulinho,Centre-Forward,28,14/15,Brazil/Italy,AS Livorno,Serie B,Italy,Al-Arabi SC,Stars League,Qatar,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/29424-1494842965.jpg?lm=1
Adrian Mutu,Centre-Forward,27,06/07,Romania,Juventus,Serie B,Italy,Fiorentina,Serie A,Italy,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/5879-1538650095.jpg?lm=1
Francesco Caputo,Centre-Forward,31,19/20,Italy,Empoli,Serie B,Italy,Sassuolo,Serie A,Italy,€7.75m,False,https://img.a.transfermarkt.technology/portrait/medium/84765-1594717354.jpg?lm=1
Roberto Ayala,Centre-Back,25,98/99,Argentina/Spain,Napoli,Serie B,Italy,Milan,Serie A,Italy,€7.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_7565_123_2013_03_21_1.jpg?lm=1
Brian Laudrup,Right Winger,24,93/94,Denmark,Fiorentina,Serie B,Italy,Milan,Serie A,Italy,€7.50m,False,https://img.a.transfermarkt.technology/portrait/medium/39667-1479802683.jpg?lm=1
Andrea Favilli,Centre-Forward,21,18/19,Italy,Ascoli,Serie B,Italy,Juventus,Serie A,Italy,€7.50m,False,https://img.a.transfermarkt.technology/portrait/medium/340151-1596187532.jpg?lm=1
Stephen Makinwa,Centre-Forward,22,05/06,Nigeria/Italy,Atalanta BC,Serie B,Italy,US Palermo,Serie A,Italy,€7.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_17146_4159_2013_03_17_1.jpg?lm=1
Fabrizio Miccoli,Centre-Forward,23,02/03,Italy,Ternana,Serie B,Italy,Juventus,Serie A,Italy,€7.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_6097_1005_2013_08_13_1.jpg?lm=1
Alessandro Rosina,Right Winger,25,09/10,Italy,Torino,Serie B,Italy,Zenit S-Pb,Premier Liga,Russia,€7.30m,False,https://img.a.transfermarkt.technology/portrait/medium/16902-1476267292.jpg?lm=1
Andrea Caracciolo,Centre-Forward,26,07/08,Italy,Sampdoria,Serie A,Italy,Brescia,Serie B,Italy,€7.05m,False,https://img.a.transfermarkt.technology/portrait/medium/6098-1469093955.jpg?lm=1
Grégoire Defrel,Centre-Forward,24,15/16,Martinique/France,Cesena,Serie B,Italy,Sassuolo,Serie A,Italy,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/163222-1596183445.jpg?lm=1
Andrea Masiello,Centre-Back,25,11/12,Italy,Bari,Serie B,Italy,Atalanta BC,Serie A,Italy,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/34198-1455534054.jpg?lm=1
Blerim Dzemaili,Central Midfield,24,10/11,Switzerland/North Macedonia,Torino,Serie B,Italy,Parma,Serie A,Italy,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/9967-1505656503.jpg?lm=1
Emiliano Viviano,Goalkeeper,23,09/10,Italy,Brescia,Serie B,Italy,Inter,Serie A,Italy,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/24316-1448966544.jpg?lm=1
Andrea Raggi,Centre-Back,24,08/09,Italy,Empoli,Serie B,Italy,US Palermo,Serie A,Italy,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/28845-1489748331.jpg?lm=1
Daniele Mannini,Right Midfield,24,07/08,Italy,Brescia,Serie B,Italy,SSC Napoli,Serie A,Italy,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/21690-1478679661.jpg?lm=1
Fabio Cannavaro,Centre-Back,32,06/07,Italy,Juventus,Serie B,Italy,Real Madrid,LaLiga,Spain,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/5775-1454933483.jpg?lm=1
Sandro Tonali,Defensive Midfield,21,21/22,Italy,Brescia,Serie B,Italy,AC Milan,Serie A,Italy,€6.90m,False,https://img.a.transfermarkt.technology/portrait/medium/397033-1616775399.jpg?lm=1
Wylan Cyprien,Central Midfield,26,21/22,France/Guadeloupe,OGC Nice,Ligue 1,France,Parma,Serie B,Italy,€6.70m,False,https://img.a.transfermarkt.technology/portrait/medium/182889-1518783409.jpg?lm=1
Federico Marchetti,Goalkeeper,25,08/09,Italy,UC AlbinoLeffe,Serie B,Italy,Cagliari Calcio,Serie A,Italy,€6.70m,False,https://img.a.transfermarkt.technology/portrait/medium/22318-1448466995.jpg?lm=1
Daniele Dessena,Central Midfield,21,08/09,Italy,Parma,Serie B,Italy,Sampdoria,Serie A,Italy,€6.70m,False,https://img.a.transfermarkt.technology/portrait/medium/29962-1602090254.png?lm=1
Christian Kouamé,Centre-Forward,20,18/19,Cote d'Ivoire/Italy,Cittadella,Serie B,Italy,Genoa,Serie A,Italy,€6.35m,False,https://img.a.transfermarkt.technology/portrait/medium/337725-1602070934.jpg?lm=1
Matteo Sereni,Goalkeeper,26,01/02,Italy,Sampdoria,Serie B,Italy,Ipswich,Premier League,England,€6.25m,False,https://img.a.transfermarkt.technology/portrait/medium/s_5964_416_2009_1.jpg?lm=1
Luca Valzania,Central Midfield,19,15/16,Italy,Cesena,Serie B,Italy,Atalanta BC,Serie A,Italy,€6.20m,False,https://img.a.transfermarkt.technology/portrait/medium/287663-1535010311.jpg?lm=1
Marco Marchionni,Right Midfield,20,01/02,Italy,Empoli,Serie B,Italy,AC Parma,Serie A,Italy,€6.20m,False,https://img.a.transfermarkt.technology/portrait/medium/5873-1451058316.png?lm=1
Mattia Bani,Centre-Back,22,16/17,Italy,Pro Vercelli,Serie B,Italy,Chievo Verona,Serie A,Italy,€6.15m,False,https://img.a.transfermarkt.technology/portrait/medium/176139-1595917932.jpg?lm=1
Andreaw Gravillon,Centre-Back,20,18/19,Guadeloupe/France,Pescara,Serie B,Italy,Inter,Serie A,Italy,€6.10m,False,https://img.a.transfermarkt.technology/portrait/medium/395083-1547735644.jpg?lm=1
Patrick M'Boma,Centre-Forward,29,00/01,Cameroon,Cagliari Calcio,Serie B,Italy,AC Parma,Serie A,Italy,€6.10m,False,https://img.a.transfermarkt.technology/portrait/medium/s_26415_123_2012_1.jpg?lm=1
Federico Magallanes,Centre-Forward,21,98/99,Uruguay/Italy,Atalanta BC,Serie B,Italy,Real Madrid,LaLiga,Spain,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_16266_75_2012_1.jpg?lm=1
Kevin Bonifazi,Centre-Back,25,21/22,Italy,SPAL,Serie B,Italy,Bologna,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/247377-1595912547.jpg?lm=1
Ernesto Torregrossa,Centre-Forward,29,21/22,Italy/Venezuela,Brescia,Serie B,Italy,Sampdoria,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/159883-1602090431.png?lm=1
Igor Coronado,Attacking Midfield,25,18/19,Brazil/Italy,US Palermo,Serie B,Italy,Sharjah FC,UAE Pro League,United Arab Emirates,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/215915-1479457607.jpg?lm=1
Mário Rui,Left-Back,26,17/18,Portugal,Empoli,Serie B,Italy,AS Roma,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/87884-1455533442.jpg?lm=1
Riccardo Orsolini,Right Winger,20,16/17,Italy,Ascoli,Serie B,Italy,Juventus,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/368482-1630574024.jpg?lm=1
Matías Silvestre,Centre-Back,28,13/14,Argentina/Italy,US Palermo,Serie B,Italy,Inter,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/20003-1448964642.jpg?lm=1
Marco Amelia,Goalkeeper,26,08/09,Italy,AS Livorno,Serie B,Italy,US Palermo,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_16810_5_2013_09_11_1.jpg?lm=1
Graziano Pellè,Centre-Forward,21,07/08,Italy,Lecce,Serie B,Italy,AZ Alkmaar,Eredivisie,Netherlands,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/29594-1609843452.jpg?lm=1
Franco Semioli,Right Winger,27,07/08,Italy,Chievo Verona,Serie B,Italy,Fiorentina,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/s_6154_2655_2013_01_01_1.jpg?lm=1
Manuel Pasqual,Left-Back,23,05/06,Italy,Arezzo,Serie B,Italy,Fiorentina,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/23284-1448527099.jpg?lm=1
Luca Toni,Centre-Forward,26,03/04,Italy,Brescia,Serie A,Italy,US Palermo,Serie B,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/5980-1449061674.jpg?lm=1
Lamberto Zauli,Attacking Midfield,30,01/02,Italy,Vicenza,Serie B,Italy,Bologna,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Luciano Zauri,Right-Back,25,03/04,Italy,Atalanta BC,Serie B,Italy,Lazio,Serie A,Italy,€5.95m,False,https://img.a.transfermarkt.technology/portrait/medium/s_6832_2921_2013_09_30_1.jpg?lm=1
Mariusz Stepinski,Centre-Forward,24,19/20,Poland,Chievo Verona,Serie B,Italy,Hellas Verona,Serie A,Italy,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/210363-1596188687.jpg?lm=1
Tiberio Guarente,Central Midfield,24,10/11,Italy,Atalanta BC,Serie B,Italy,Sevilla FC,LaLiga,Spain,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_28868_1627_2013_09_20_1.jpg?lm=1
Marek Hamsik,Central Midfield,19,07/08,Slovakia,Brescia,Serie B,Italy,SSC Napoli,Serie A,Italy,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/38593-1630526043.png?lm=1
Fabiano Santacroce,Centre-Back,21,07/08,Italy/Brazil,Brescia,Serie B,Italy,SSC Napoli,Serie A,Italy,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_56817_3037_2013_09_30_1.jpg?lm=1
Riccardo Montolivo,Defensive Midfield,20,05/06,Italy/Germany,Atalanta BC,Serie B,Italy,Fiorentina,Serie A,Italy,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/19446-1455536395.jpg?lm=1
Franco Brienza,Attacking Midfield,23,02/03,Italy,AS Roma,Serie A,Italy,US Palermo,Serie B,Italy,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/16137-1485330942.jpg?lm=1
Nicola Amoruso,Centre-Forward,26,01/02,Italy,Napoli,Serie B,Italy,Juventus,Serie A,Italy,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/s_4150_123_2012_12_12_2.jpg?lm=1
Stephen Makinwa,Centre-Forward,21,04/05,Nigeria/Italy,Genoa,Serie B,Italy,Atalanta BC,Serie A,Italy,€5.40m,False,https://img.a.transfermarkt.technology/portrait/medium/s_17146_4159_2013_03_17_1.jpg?lm=1
Cristian Ledesma,Defensive Midfield,23,06/07,Italy/Argentina,Lecce,Serie B,Italy,Lazio,Serie A,Italy,€5.30m,False,https://img.a.transfermarkt.technology/portrait/medium/6438-1541921551.png?lm=1
Stefano Sensi,Central Midfield,20,15/16,Italy,Cesena,Serie B,Italy,Sassuolo,Serie A,Italy,€5.25m,False,https://img.a.transfermarkt.technology/portrait/medium/216179-1591600085.jpg?lm=1
Nicola Pozzi,Centre-Forward,24,10/11,Italy,Empoli,Serie B,Italy,Sampdoria,Serie A,Italy,€5.20m,False,https://img.a.transfermarkt.technology/portrait/medium/16117-1408713987.jpg?lm=1
Gaetano D'Agostino,Central Midfield,19,01/02,Italy,AS Roma,Serie A,Italy,Bari,Serie B,Italy,€5.16m,True,https://img.a.transfermarkt.technology/portrait/medium/s_6157_1387_2014_01_28_1.jpg?lm=1
Andreas Cornelius,Centre-Forward,28,21/22,Denmark,Parma,Serie B,Italy,Trabzonspor,Süper Lig,Turkey,€5.12m,False,https://img.a.transfermarkt.technology/portrait/medium/203412-1630524752.png?lm=1
Mauricio Pinilla,Centre-Forward,26,10/11,Chile/Italy,Grosseto,Serie B,Italy,US Palermo,Serie A,Italy,€5.10m,False,https://img.a.transfermarkt.technology/portrait/medium/6160-1455533683.jpg?lm=1
Igor,Centre-Back,23,21/22,Brazil,SPAL,Serie B,Italy,Fiorentina,Serie A,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/380350-1535373935.jpg?lm=1
Giangiacomo Magnani,Centre-Back,22,18/19,Italy,Perugia,Serie B,Italy,Juventus,Serie A,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/310458-1630660856.jpg?lm=1
Pietro Iemmello,Centre-Forward,26,18/19,Italy,Sassuolo,Serie A,Italy,Benevento,Serie B,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/62735-1613461376.jpg?lm=1
Assane Dioussé,Defensive Midfield,19,17/18,Senegal,Empoli,Serie B,Italy,Saint-Étienne,Ligue 1,France,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/287635-1600902023.png?lm=1
Pierluigi Gollini,Goalkeeper,21,16/17,Italy,Hellas Verona,Serie B,Italy,Aston Villa,Championship,England,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/244192-1609842497.jpg?lm=1
Víctor Ibarbo,Second Striker,25,15/16,Colombia,Cagliari Calcio,Serie B,Italy,AS Roma,Serie A,Italy,€5.00m,True,https://img.a.transfermarkt.technology/portrait/medium/92141-1616061239.jpg?lm=1
Luka Krajnc,Centre-Back,20,15/16,Slovenia,Cesena,Serie B,Italy,Genoa,Serie A,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/138584-1455620695.jpg?lm=1
Éder,Second Striker,24,11/12,Italy/Brazil,Brescia,Serie B,Italy,Cesena,Serie A,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/37418-1609843623.jpg?lm=1
Pablo González,Right Winger,25,10/11,Argentina/Italy,Novara,Serie B,Italy,US Palermo,Serie A,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/61478-1565895448.jpg?lm=1
Daniele Vantaggiato,Centre-Forward,25,09/10,Italy,Parma,Serie A,Italy,Padova,Serie B,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/22155-1488543409.jpg?lm=1
Andrea Gasbarroni,Second Striker,26,08/09,Italy,Parma,Serie B,Italy,Genoa,Serie A,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/20967-1443071446.jpg?lm=1
Marcus Diniz,Centre-Back,21,08/09,Brazil,AS Livorno,Serie B,Italy,AC Milan,Serie A,Italy,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/56621-1442473898.jpg?lm=1
Diego Milito,Centre-Forward,27,06/07,Argentina/Italy,Genoa,Serie B,Italy,Real Zaragoza,LaLiga,Spain,€5.00m,False,https://img.a.transfermarkt.technology/portrait/medium/22202-1463994498.jpg?lm=1
Félix Correia,Left Winger,19,20/21,Portugal,Man City U23,Premier League 2,England,Juventus U23,Serie C - A,Italy,€10.50m,False,https://img.a.transfermarkt.technology/portrait/medium/479648-1565164167.jpg?lm=1
Alejandro Marqués,Centre-Forward,19,19/20,Spain/Venezuela,Barcelona B,2ª B - Grupo III,Spain,Juventus U23,Serie C-A,Italy,€8.20m,False,https://img.a.transfermarkt.technology/portrait/medium/525602-1578555713.jpg?lm=1
Franco Tongya,Attacking Midfield,18,20/21,Italy/Cameroon,Juventus U23,Serie C - A,Italy,Marseille,Ligue 1,France,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/530851-1557134671.jpg?lm=1
Marley Aké,Left Winger,20,20/21,France/Cote d'Ivoire,Marseille,Ligue 1,France,Juventus U23,Serie C - A,Italy,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/682032-1583422819.jpg?lm=1
Elia Petrelli,Centre-Forward,19,20/21,Italy,Juventus U23,Serie C - A,Italy,Genoa,Serie A,Italy,€8.00m,False,https://img.a.transfermarkt.technology/portrait/medium/477027-1551799205.jpg?lm=1
Matheus Pereira,Attacking Midfield,22,20/21,Brazil,Juventus U23,Serie C - A,Italy,Barcelona B,Seg. Div. B - Fase de ascenso,Spain,€7.60m,False,https://img.a.transfermarkt.technology/portrait/medium/323934-1463480335.jpg?lm=1
Kwang-song Han,Centre-Forward,21,19/20,"Korea, North",Juventus U23,Serie C-A,Italy,Al-Duhail SC,Stars League,Qatar,€7.00m,False,https://img.a.transfermarkt.technology/portrait/medium/402193-1516114488.jpg?lm=1
Stephy Mavididi,Left Winger,22,20/21,England/DR Congo,Juventus U23,Serie C - A,Italy,Montpellier,Ligue 1,France,€6.30m,False,https://img.a.transfermarkt.technology/portrait/medium/340328-1604257205.jpg?lm=1
Valon Behrami,Defensive Midfield,20,05/06,Switzerland/Kosovo,Genoa,Serie C1 - A,Italy,Lazio,Serie A,Italy,€6.00m,False,https://img.a.transfermarkt.technology/portrait/medium/21905-1562078262.jpg?lm=1
Andrea Belotti,Centre-Forward,20,14/15,Italy,UC AlbinoLeffe,Serie C - A,Italy,US Palermo,Serie A,Italy,€5.50m,False,https://img.a.transfermarkt.technology/portrait/medium/167727-1596180996.jpg?lm=1
Marco Bernacci,Centre-Forward,24,08/09,Italy,Cesena,Lega Pro 1a - A,Italy,Bologna,Serie A,Italy,€4.30m,False,https://img.a.transfermarkt.technology/portrait/medium/24292-1477570835.jpg?lm=1
Luca Zanimacchia,Right Winger,20,19/20,Italy,Genoa,Serie A,Italy,Juventus U23,Serie C-A,Italy,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/407265-1599038787.jpg?lm=1
Mattias Andersson,Centre-Back,21,19/20,Sweden,Juventus U23,Serie C-A,Italy,FC Sion,Super League,Switzerland,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
Daouda Peeters,Defensive Midfield,20,18/19,Belgium/Guinea,Sampdoria U19,Primavera 1,Italy,Juventus U23,Serie C-A,Italy,€4.00m,False,https://img.a.transfermarkt.technology/portrait/medium/365451-1596094160.jpg?lm=1
Giacomo Vrioni,Centre-Forward,21,19/20,Albania/Italy,Sampdoria,Serie A,Italy,Juventus U23,Serie C-A,Italy,€3.90m,False,https://img.a.transfermarkt.technology/portrait/medium/363178-1607958281.jpg?lm=1
Kwang-song Han,Centre-Forward,21,19/20,"Korea, North",Cagliari Calcio,Serie A,Italy,Juventus U23,Serie C-A,Italy,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/402193-1516114488.jpg?lm=1
Erasmo Mulè,Centre-Back,20,19/20,Italy,Sampdoria,Serie A,Italy,Juventus U23,Serie C-A,Italy,€3.50m,False,https://img.a.transfermarkt.technology/portrait/medium/392521-1539360848.jpg?lm=1
Davide Succi,Centre-Forward,26,08/09,Italy,Ravenna,Lega Pro 1a - A,Italy,US Palermo,Serie A,Italy,€3.05m,False,https://img.a.transfermarkt.technology/portrait/medium/29208-1443271997.jpg?lm=1
Andrea Favilli,Centre-Forward,20,17/18,Italy,AS Livorno,Serie C-A,Italy,Ascoli,Serie B,Italy,€3.00m,False,https://img.a.transfermarkt.technology/portrait/medium/340151-1596187532.jpg?lm=1
Eric Lanini,Centre-Forward,25,19/20,Italy,Juventus U23,Serie C-A,Italy,Parma,Serie A,Italy,€2.96m,False,https://img.a.transfermarkt.technology/portrait/medium/199635-1558538346.JPG?lm=1
Alessandro Minelli,Centre-Back,20,19/20,Italy,Parma,Serie A,Italy,Juventus U23,Serie C-A,Italy,€2.91m,False,https://img.a.transfermarkt.technology/portrait/medium/431470-1504607827.jpg?lm=1
Matteo Luigi Brunori,Centre-Forward,25,19/20,Italy/Brazil,Pescara,Serie B,Italy,Juventus U23,Serie C-A,Italy,€2.85m,False,https://img.a.transfermarkt.technology/portrait/medium/188889-1564575818.png?lm=1
Marco Amelia,Goalkeeper,19,01/02,Italy,AS Roma,Serie A,Italy,AS Livorno,Serie C1 - A,Italy,€2.80m,False,https://img.a.transfermarkt.technology/portrait/medium/s_16810_5_2013_09_11_1.jpg?lm=1
Davide Brivio,Left-Back,24,12/13,Italy,Lecce,Lega Pro 1a - A,Italy,Atalanta BC,Serie A,Italy,€2.70m,False,https://img.a.transfermarkt.technology/portrait/medium/38824-1570172755.png?lm=1
Gianluca Frabotta,Left-Back,20,19/20,Italy,Bologna U19,Primavera 1,Italy,Juventus U23,Serie C-A,Italy,€2.60m,False,https://img.a.transfermarkt.technology/portrait/medium/386755-1603704073.jpg?lm=1
Christopher Lungoyi,Second Striker,20,20/21,Switzerland/DR Congo,FC Lugano,Super League,Switzerland,Juventus U23,Serie C - A,Italy,€2.50m,False,https://img.a.transfermarkt.technology/portrait/medium/346903-1552403361.jpg?lm=1
Kévin Monzialo,Left Winger,20,20/21,France,Juventus U23,Serie C - A,Italy,FC Lugano,Super League,Switzerland,€2.50m,False,https://img.a.transfermarkt.technology/portrait/medium/591199-1606496953.jpg?lm=1
Edoardo Masciangelo,Left-Back,23,19/20,Italy,Juventus U23,Serie C-A,Italy,Pescara,Serie B,Italy,€2.34m,False,https://img.a.transfermarkt.technology/portrait/medium/286293-1594457236.png?lm=1
Dany Mota,Centre-Forward,22,20/21,Portugal/Luxembourg,Juventus U23,Serie C - A,Italy,Monza,Serie B,Italy,€2.30m,False,https://img.a.transfermarkt.technology/portrait/medium/347253-1601300945.jpg?lm=1
Leonardo Loria,Goalkeeper,21,20/21,Italy,Juventus U23,Serie C - A,Italy,AC Pisa,Serie B,Italy,€2.00m,False,https://img.a.transfermarkt.technology/portrait/medium/386567-1557830926.jpg?lm=1
